Date	Tweet
2020-07-10 16:39:08+00:00	Imposing barricades on legal aid orgs tells our low-income families that we don’t care about their representation. My bill will create an exemption during #COVID19 so law grads who have not yet passed the bar can continue representing indigent clients. 
2020-07-10 16:30:00+00:00	High-end clothing retailer Brooks Brothers has filed for #bankruptcy and is currently seeking a buyer, adding to the ever-growing list of companies going bankrupt amid the #COVID19 pandemic. #chapter11
2020-07-10 16:00:00+00:00	 #COVID19 shows how wildlife crime is a threat not only to the environment but to human health, says new @UNODC report. Trafficking in wild species can increase transmission of diseases that jump from animals to humans.
2020-07-10 14:35:39+00:00	As a surgeon, I often wear a face mask for hours on end. Face masks do not cause CO2 poisoning. They also do not allow viruses to travel to your brain. Here’s what you should know about #covid19 and face masks. 
2020-07-10 14:00:01+00:00	Season 3 of my podcast, Awake At Night, is finally here! My first guest is @WFPChief who shares with us his personal experience with #COVID19 &amp; how the hunger crisis is surging as a result of the pandemic. Subscribe and listen to his testimony. https://www.un.org/awake-at-night
2020-07-10 07:27:22+00:00	Lagos Lawmaker, Tunde Braimoh, Is Dead | Sahara Reporters The lawmaker is suspected to have died of #COVID19 complications at the isolation center in Yaba, according to findings by SaharaReporters. READ MORE: https://bit.ly/2ALvC8Z
2020-07-10 07:03:00+00:00	Latest from @UNAIDS shows 2020 targets will not be met. Global HIV/AIDS response could be set back by a decade, or more, if #COVID19 pandemic results in severe disruptions to HIV services. https://bit.ly/38E7Vfq
2020-07-10 03:58:00+00:00	About time. But I’m relieved. Get your #COVID19 test. 
2020-07-10 02:21:18+00:00	Judith Hunt was admitted to MSM months ago. She survived #COVID19 &amp; sepsis &amp; persevered through multiple surgeries. Yesterday, the team celebrated Judith’s discharge. It was a cheerful and spirited adieu. We will miss her good humor &amp; joy but are glad she’s safely off to home. 
2020-07-10 02:16:03+00:00	3 billion ppl do not have access to basic hand washing facilities at Water, sanitation &amp; hygiene (WASH) services are vital to #COVID19 response &amp; recovery 4 a just sustainable &amp; fair future. At the launch of #HLPF2020 delivering as one @UN 4 #SDG6 Global Acceleration Framework.
2020-07-10 21:34:35+00:00	I’ll fill you in on the latest #COVID19 health news on #Hannity @FoxNews with @seanhannity @jasoninthehouse TONIGHT at 9:30pm EST. Don’t miss it!
2020-07-10 21:19:57+00:00	Sounds like #BlackLivesMatter supporters don't want to go first regarding the #COVID19 vaccination. They now say, #AllLivesMatter :) https://www.nytimes.com/2020/07/09/us/coronavirus-vaccine.html?smid=tw-share @nytimes
2020-07-10 21:03:01+00:00	"""It may be time that we physicians heed the same advice that we give our patients: Quit putting your life and health at risk for a system that doesn't value your best interests."" Op-ed by @MindAlchemydoc, MD. #COVID19 #MyCoronaStory #coronavirus"
2020-07-10 20:43:26+00:00	"Even though the Chinese Embassy warned of a deadly ""unknown pneumonia"" in Kazakhstan on Thursday, the World Health Organization contends the cases may be undiagnosed #COVID19. The embassy was alarmed by the high death rate of the disease https://twitter.com/MicrobesInfect/status/1281687539531669504"
2020-07-10 20:42:10+00:00	Federal officials & pharma block a road out of #COVID19 once again. Criminal behavior which warrants criminal action. @richardursomd @marybethpf @DoreeLewak
2020-07-10 20:13:55+00:00	#COVID19 might keep many of us apart, but one of #NYP, @WeillCornell &amp; @ColumbiaMed's largest continuing education courses will be available virtually. The annual Brain Attack &amp; Cerebrovascular Disease Update is set for Friday, July 17. Click to register: https://nyphosp.co/2BMq3b7
2020-07-10 20:11:00+00:00	New Yorkers: You can help slow the spread of #COVID19 by taking these four key steps: Stay home if you are sick. Stay at least 6 feet away from other people. Wear a face covering. Wash your hands often with soap and water. Learn more: https://on.nyc.gov/coronavirus
2020-07-10 20:00:54+00:00	Now, more than ever, children & youth need stress reduction, emotional awareness and critical thinking skills. @EduCannotWait ensures that all its #Covid19 FERs include social emotional learning as a key aspect in distance learning education programs. @Concern @YasmineSherif1
2020-07-10 18:00:48+00:00	Closed schools save lives. #COVID19 
2020-07-10 17:45:04+00:00	Andy Horowitz (@andydhorowitz) encourages a historical approach to #Covid19, critiquing the dangers of seeing disasters as events without histories 
2020-07-10 17:44:18+00:00	3 educators battled #COVID19 after teaching in the same room. 1 died. Now, they have a warning https://www.azcentral.com/story/news/local/arizona-education/2020/07/09/after-arizona-teacher-kim-byrd-dies-covid-questions-raised-over-school-reopening/5405651002/ via @azcentral
2020-07-10 17:44:13+00:00	Proud to have co-led this review on the extrapulmonary manifestations of #COVID19 with ⁦@aakriti_15⁩ + ⁦@KartikSehgal_MD⁩ under the mentorship of Dr. Landry, Dr. Bilezikian, and several faculty at ⁦@ColumbiaMed⁩ ⁦⁩@nyphospital⁩
2020-07-10 17:15:15+00:00	Healthcare workers across the country have described PPE shortages during #COVID19 as like being “at war with no ammo.” It’s unacceptable. Congress must pass my Made in America: Preparation for a Pandemic Act to ensure we’re never in this situation again.
2020-07-10 17:06:46+00:00	Most of us are ready to return to our normal lives, but a second wave of #COVID19 could be on the horizon. Read these tips to help you make it through the rest of a decidedly difficult year. https://nyl.co/2WjZilp
2020-07-10 16:56:51+00:00	Research indicates that 20% of refugee girls in secondary school are at significant risk of never returning to the classroom post #COVID19. Let’s stand #WithRefugees to ensure that #LearningNeverStops → http://on.unesco.org/2BF5Gwp cc @Refugees
2020-07-10 15:17:06+00:00	 @PattyHajdu @NavdeepSBains — no one will be safe from #COVID19 until everyone is safe. Will you commit to ensure that Canada’s coronavirus medical research is shared openly and equitably with the rest of the world, especially the poorest countries? #GlobalGoalUnite
2020-07-10 13:53:53+00:00	Really excited for the premier tonight of this documentary about our #COVID19 #frontline #healthcareheroes!
2020-07-10 13:53:25+00:00	GNYHA, @AAMCToday, and 60+ organizations strongly support the inclusion of the Resident Physician Shortage Reduction Act in the next #COVID19 response package. This bill will increase access to care and better prepare the nation for future public health emergencies. 
2020-07-10 12:41:52+00:00	ANALYSIS: 85% of M/WBEs report they will be out of business in six months due to economic distress of #COVID19. Our first-of-its-kind survey revealed severe and systemic barriers to financial relief. Our road to recovery must lift up M/WBEs. 
2020-07-10 01:00:00+00:00	"Season 3 of ""Awake at Night"", podcast by UN global communications chief @MelissaFleming podcast, launches Friday. It will focus on extraordinary UN staff who devote their lives to helping others &amp; are working on #COVID19 frontlines. Subscribe now: https://www.un.org/awake-at-night"
2020-07-10 20:00:11+00:00	Since #COVID19 hit, screens have become a lifeline to our personal and professional lives. Should parents be concerned their kids get too much screen time? What are the long-term effects? Learn more at our upcoming webinar - Register at: https://bit.nyas.org/2BZgh5f #screentime20
2020-07-10 19:36:59+00:00	Scotland takes tough decisions to protect #PublicHealth — supported by @devisridhar — but faces risks from #COVID19 in England. “If we were an island, we could eliminate it entirely,” Dr. Sridhar said. “That’s why cooperation is needed in #GlobalHealth.”
2020-07-10 19:08:10+00:00	#COVID19 has made clear devt agendas need to be addressed as one, supported by strong multilevel governance, solidarity &amp; int'l cooperation. Pleased to be moderating #HLPF2020 special session-Multi-level Territorial Governance &amp; Sustainable Financing. Join https://us02web.zoom.us/j/83824424965?pwd=cjBmYlhFNG1vMEpUMDJRdHl0YzdUZz09
2020-07-10 19:00:00+00:00	"""Never, ever give up."" UN communications chief @MelissaFleming relaunches her podcast 𝑨𝒘𝒂𝒌𝒆 𝒂𝒕 𝑵𝒊𝒈𝒉𝒕 with @WFPChief David Beasley, who shares his own #COVID19 experience &amp; how the pandemic exacerbated the hunger crisis. Listen &amp; subscribe : https://www.un.org/awake-at-night"
2020-07-10 18:15:00+00:00	The police's racist use of excessive force to enforce social distancing is a violation of human rights and dignity. Increase your power as a bystander to abuse by learning to film the police during #COVID19 from this @TeenVogue piece by @PaliMakam: http://wit.to/TeenVogue-Police-COVID19
2020-07-10 17:27:32+00:00	Then we need to start educating them that the societal costs of #Covid19 #eviction alone are $128,754,008,630. It would cost $5-15 billion to keep people housed. I want my children to inherent a country that invests in people’s well-being &amp; avoids passing costs to other systems.
2020-07-10 17:07:12+00:00	Not sure how to manage your finances as a result of #COVID19? Brian Madgett, Head of Consumer Education, shares some tips. https://nyl.co/31cGkAi
2020-07-10 17:07:00+00:00	Addressing #COVID19’s health &amp; economic impacts while turning towards #ClimateJustice requires a transformation of the financial system &amp; global economy. It needs people-centered stimulus built on equitable, affordable and sustainable foundations.
2020-07-10 16:35:30+00:00	Trump arrives in Miami has #COVID19 cases surge 
2020-07-10 16:30:24+00:00	Financial relief for undocumented immigrants during #COVID19 is welcome and necessary - but it should never have taken this long. “There should be other programs that are willing to help the immigrants because, you know, the city’s based on immigrants.” 
2020-07-10 15:37:04+00:00	Yeah, Jacinda Ardern & all the people of NZ have done an unbelievable job squashing coronavirus, they ain't gonna let ppl from America, which has become ground zero for #COVID19, in until they get their s**t together &amp; flatten the curve which we've hardly done!!! 
2020-07-10 14:57:38+00:00	New report says #COVID19 has caused an “#education crisis,” and the long-term effects will depend on the actions that countries take now. Read more: http://ow.ly/so4x50Av3wl #EveryoneIncluded 
2020-07-10 13:15:30+00:00	The most legendary crowd surf of all time. #fridaymorning #Legendary #cashappmidnight #COVID19 
2020-07-10 13:13:01+00:00	United and American Airlines Suspends Flights to Hong Kong Over Mandatory Crew Covid-19 Tests Read full story on https://bit.ly/2Zfceum #aviation #airline #airlines #aviationnews #united #american #news #covid19 #HongKong
2020-07-10 12:53:00+00:00	#COVID19 is taking a pronounced toll on frontline healthcare workers, which may impact their #mentalhealth. Hear how we can support these critical personnel from @ncdalliance’s Katie Dain and Pfizer Upjohn’s Elizabeth Pappadopulos. Read below via @devex:
2020-07-10 12:44:06+00:00	@SenSchumer @SenGillibrand @senatemajldr #WhatWeNeed is dedicated HCBS funding in the next #COVID19 bill so people with disabilities can access the services they need safely at home, not in institutions with severe COVID-19 outbreaks.@NationalADAPT @TheArcUS @arcnorthtexas
2020-07-10 11:36:57+00:00	Young Americans have been particularly hurt during #covid19 crisis, as more than quarter of those under 25 lost jobs amid pandemic @SoberLook @FT @BLS_gov @IPUMS
2020-07-10 11:01:51+00:00	‘I do not think we need #COVID19 to remind us that we have to govern with compassion. Governing with compassion is what a good leader will do all the time’~@MaEllenSirleaf. Excerpts from #HekimaSeries @UNDPAfrica: https://bit.ly/2Zb6WjN
